Country,Country-1,Country-2,Country-3,Year,Year-1,Year-2,Year-3,"Access to anti-retroviral drugs, female (%)","Access to anti-retroviral drugs, male (%)","Adolescent fertility rate (births per 1,000 women ages 15-19)","Compulsory education, duration (years)","Contributing family workers, female (% of female employment) (modeled ILO estimate)","Contributing family workers, male (% of male employment) (modeled ILO estimate)","Contributing family workers, total (% of total employment) (modeled ILO estimate)","Employers, female (% of female employment) (modeled ILO estimate)","Employers, male (% of male employment) (modeled ILO estimate)","Employers, total (% of total employment) (modeled ILO estimate)",Employment in agriculture (% of total employment) (modeled ILO estimate),"Employment in agriculture, female (% of female employment) (modeled ILO estimate)","Employment in agriculture, male (% of male employment) (modeled ILO estimate)",Employment in industry (% of total employment) (modeled ILO estimate),"Employment in industry, female (% of female employment) (modeled ILO estimate)","Employment in industry, male (% of male employment) (modeled ILO estimate)",Employment in services (% of total employment) (modeled ILO estimate),"Employment in services, female (% of female employment) (modeled ILO estimate)","Employment in services, male (% of male employment) (modeled ILO estimate)","Employment to population ratio, 15+, female (%) (modeled ILO estimate)","Employment to population ratio, 15+, male (%) (modeled ILO estimate)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)","Fertility rate, total (births per woman)",GDP per person employed (constant 2021 PPP $),"Government expenditure on education, total (% of GDP)","Incidence of HIV, ages 15-24, female (per 1,000 uninfected female population ages 15-24)","Incidence of HIV, ages 15-24, male (per 1,000 uninfected male population ages 15-24)","Incidence of HIV, ages 15-49, female (per 1,000 uninfected female population ages 15-49)","Incidence of HIV, ages 15-49, male (per 1,000 uninfected male population ages 15-49)","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)","Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","Labor force, female","Labor force, female (% of total labor force)","Labor force, total","Life expectancy at birth, female (years)","Life expectancy at birth, male (years)",Lifetime risk of maternal death (%),Lifetime risk of maternal death (1 in: rate varies by country),"Maternal mortality ratio (modeled estimate, per 100,000 live births)","Mortality rate, adult, female (per 1,000 female adults)","Mortality rate, adult, male (per 1,000 male adults)",Number of deaths ages 10-14 years,Number of deaths ages 15-19 years,Number of deaths ages 20-24 years,Number of deaths ages 5-9 years,Poverty gap at $2.15 a day (2017 PPP) (%),Poverty gap at $3.65 a day (2017 PPP) (%),Poverty gap at $6.85 a day (2017 PPP) (%),Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),"Preprimary education, duration (years)","Prevalence of current tobacco use, females (% of female adults)","Prevalence of current tobacco use, males (% of male adults)","Prevalence of HIV, female (% ages 15-24)","Primary completion rate, female (% of relevant age group)","Primary completion rate, male (% of relevant age group)","Primary education, duration (years)","Primary education, pupils","Primary education, teachers","Primary education, teachers (% female)","Probability of dying among adolescents ages 10-14 years (per 1,000)","Probability of dying among adolescents ages 15-19 years (per 1,000)","Probability of dying among children ages 5-9 years (per 1,000)","Probability of dying among youth ages 20-24 years (per 1,000)",Proportion of seats held by women in national parliaments (%),Proportion of women in ministerial level positions (%),Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),"School enrollment, preprimary (% gross)","School enrollment, preprimary, female (% gross)","School enrollment, primary (% gross)","School enrollment, primary (gross), gender parity index (GPI)","School enrollment, primary and secondary (gross), gender parity index (GPI)","School enrollment, primary, female (% gross)","School enrollment, primary, male (% gross)","School enrollment, primary, private (% of total primary)","School enrollment, secondary (% gross)","School enrollment, secondary (gross), gender parity index (GPI)","School enrollment, secondary, female (% gross)","School enrollment, secondary, male (% gross)","School enrollment, tertiary (% gross)","School enrollment, tertiary (gross), gender parity index (GPI)","School enrollment, tertiary, female (% gross)","School enrollment, tertiary, male (% gross)","Secondary education, duration (years)","Secondary education, pupils","Self-employed, female (% of female employment) (modeled ILO estimate)","Self-employed, male (% of male employment) (modeled ILO estimate)","Self-employed, total (% of total employment) (modeled ILO estimate)","Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)","Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)","Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)","Survival to age 65, female (% of cohort)","Survival to age 65, male (% of cohort)","Unemployment, female (% of female labor force) (modeled ILO estimate)","Unemployment, male (% of male labor force) (modeled ILO estimate)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Unemployment, total (% of total labor force) (national estimate)","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","Vulnerable employment, female (% of female employment) (modeled ILO estimate)","Vulnerable employment, male (% of male employment) (modeled ILO estimate)","Vulnerable employment, total (% of total employment) (modeled ILO estimate)","Wage and salaried workers, female (% of female employment) (modeled ILO estimate)","Wage and salaried workers, male (% of male employment) (modeled ILO estimate)","Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",Women Business and the Law Index Score (scale 1-100),Women's share of population ages 15+ living with HIV (%)
LVA,LVA,LVA,LVA,2004,2004,2004,2004,2,3,18.721,11,4.521816513,3.019603311,3.744064144,1.939388235,5.390611612,3.726216599,13.301372817,9.876633003,16.491449704,26.940611005,17.535997193,35.700821354,59.758016178,72.587369804,47.807728941,44.219,58.198,50.499,21.198,36.336,28.914,1.29,48058.231855495,4.834060192,0.27,0.43,0.2,0.41,30.639,43.066,36.973,50.405,64.059,65.521,73.722,57.196,68.693,532612,48.536112387,1097352,77.2,67.1,0.030477647,3281,28,117.07,309.232,43,132,209,31,1.2,2.4,6.9,2.5,5.8,19.3,6,,,0.2,103.557540894,106.323699951,4,92453,7124,97.178550720,1.4,3.6,1.6,6.3,21,,76.929534043,197.190759583,80.845542908,79.046142578,105.490577698,0.972679973,0.986159980,103.993263245,106.914672852,0.981040001,99.29524231,0.990890026,98.832366943,99.740547180,74.608558655,1.415079951,94.592697144,55.328701019,8,275586,14.481022190,17.539364038,16.064440985,,,,81.84182,57.50166,12.272,11.176,11.708,11.708,30.815,15.627,21.798,21.82,12.541633955,12.148752426,12.338224386,85.518763891,82.460635962,83.935455850,94.375,33.599401347
MEA,MEA,MEA,MEA,2004,2004,2004,2004,5.175185614,6.134878049,41.185987183,9,21.581613890,6.284588237,9.137512408,1.876287217,8.368944971,7.158032180,22.969495207,30.701877789,21.196750405,24.982599647,15.361721102,27.188223738,52.047907233,53.936400889,51.615022013,15.946600567,65.567611973,41.489427744,11.187979441,39.334708620,25.745478648,2.984537541,56114.408429754,5.453274965,0.029164710,0.074497226,0.031873473,0.096606823,16.544099723,49.32705938,33.499678526,19.303782509,20.479062518,72.163100391,74.677613102,46.513734829,48.594185359,21661799,20.137979442,107566894,72.519312209,68.386330023,0.240483172,416,83,119.801278838,182.690908558,19233,35214,42065,21950,0.5,4,18.6,2.7,17.1,51.1,2,,,0.1,84.346038818,89.551277161,6,41082448,1956358.375,55.975601196,2.4,4.4,2.9,5.8,6.591957811,,27.934265672,166.446604268,19.61564064,18.573709488,98.583061218,0.920880020,0.925130010,94.427467346,102.55606842,6.070020199,72.048957825,0.930350006,69.245086670,74.747070312,22.654649734,0.983709991,22.464439392,22.836490631,6,36268636,38.627277027,36.682172043,37.044979532,,,,79.228528343,70.791650674,17.391304714,9.139654416,10.801337802,11.362652937,32.307110933,20.657510794,23.840730387,,36.750973045,28.313221997,29.886944099,61.372723150,63.317826676,62.955018440,37.15625,38.656825300
MEX,MEX,MEX,MEX,2004,2004,2004,2004,15,18,73.023,11,11.249551822,5.224874016,7.313763278,1.888032853,5.524290870,4.263515884,15.579554624,5.376618119,20.994692651,25.052233146,19.193566884,28.161679155,59.368212231,75.429814998,50.843624382,37.985,77.731,57.038,28.725,58.423,43.268,2.536,52313.987111125,4.512040138,0.14,0.57,0.1,0.47,32.471,62.411,47.133,40.098,42.503,80.313,83.129,59.375,62.033,14700650,35.160500708,41810127,75.664,71.174,0.139851740,715,53,105.039,183.286,3660,7360,9621,3162,2.4,6.3,17.9,7.2,17.7,44.2,,,,0.1,100.590347290,98.954597473,6,14781327,519161,66.043869019,1.6,3.5,1.4,5,22.6,,49.927159987,180.547730829,82.841392517,83.472747803,108.83454895,0.984279990,1.005069971,107.988586426,109.65397644,8.071240425,79.782707214,1.042129993,82.196289062,77.399650574,23.703149796,0.951110005,23.123340607,24.311830521,6,10403853,37.099080076,36.580406623,36.760243313,,,,81.841888,72.525709,5.27,3.214,3.937,3.937,11.537,6.39,8.2,8.2,35.211054403,31.056115754,32.496727430,62.900912744,63.419593377,63.239756687,72.5,19.253488679
MRT,MRT,MRT,MRT,2004,2004,2004,2004,1,1,96.543,9,16.789062539,10.763031759,12.617847904,0.761758717,3.209537620,2.456109701,42.589067883,32.723760400,46.975879208,15.561900033,16.385778512,15.195766961,41.849032084,50.890461088,37.828353831,24.508,57.796,40.757,13.708,28.494,21.074,5.374,22592.946980022,1.950799942,0.36,0.21,0.55,0.66,16.513,33.12,24.787,28.011,28.818,63.186,63.864,45.181,46.039,229558,31.734695852,723366,65.356,61.362,2.922166540,34,557,190.266,248.18,333,352,375,756,4.7,16.9,41.5,18.1,49.3,82.7,,,,0.2,,,6,434181,10652,26.426959991,4.5,5.6,8.9,7.2,3.703703704,,44.331022695,121.636715114,1.799540043,,86.852348328,1.009770036,0.981299996,86.901588440,86.804290771,7.009980202,21.603170395,0.854839981,19.746709824,23.427749634,3.245579958,0.310570002,1.537760019,4.951409817,6,88926,72.271484832,54.324806004,59.848652028,,,,67.422429,58.971421,12.506,8.529,9.791,,16.989,13.967,14.977,,71.509726115,51.115268384,57.392542327,27.728515168,45.675415389,40.151347972,41.875,46.929510155
MWI,MWI,MWI,MWI,2004,2004,2004,2004,1,1,156.414,8,11.206156281,7.954834389,9.586892329,0.786917095,1.410882723,1.097672253,72.361105293,77.547693606,67.133498397,6.994938824,4.746460257,9.261182876,20.643955882,17.705807681,23.605318727,73.599,80.303,76.792,62.828,65.395,64.054,5.864,2915.517391669,,12.6,5.61,11.5,8.73,67.561,69.779,68.621,78.158,78.242,83.725,83.493,80.809,80.762,2761476,50.656085937,5451420,52.781,49.356,1.713327840,58,304,437.969,500.653,2399,4489,5938,5064,27.9,49.8,70.6,68.9,88.8,97.2,3,,,7.5,60.875289917,66.531501770,6,2841640,,,7.5,16.3,13.4,24.5,13.989637306,,93.350851,111.491325800,,,138.778579712,1.008170009,0.965359986,137.357604980,140.245910645,,30.02753067,0.786130011,25.799840927,34.584968567,0.456959993,0.482459992,0.304030001,0.630159974,6,505303,70.464170718,58.424753955,64.468149958,,,,40.817369,34.050037,5.832,4.087,4.971,,7.005,6.283,6.654,,69.677253624,57.013871232,63.370477705,29.535790826,41.575246045,35.531830739,60,58.114917001
NLD,NLD,NLD,NLD,2004,2004,2004,2004,67,49,6.233,13,0.850831196,0.173302207,0.478638704,1.065875878,3.248587153,2.264884970,3.312997310,2.157142015,4.261315981,20.079916637,8.199508727,29.826972440,76.607074448,89.643375009,65.911711578,56.955,72.315,64.479,74.99,73.537,74.251,1.72,109400.945193664,5.062970161,0.08,0.18,0.04,0.19,81.538,79.759,80.633,59.974,73.859,75.585,86.926,67.62,80.449,4053410,45.251849690,8957446,81.4,76.9,0.016402448,6097,11,63.509,89.467,132,290,386,110,0.1,0.2,0.4,0.2,0.4,0.8,2,,,0.1,,,6,1283014,,,0.6,1.5,0.5,2,36.666666667,,79.34643117,102.948339956,,,108.201370239,0.974720001,0.979640007,106.697929382,109.63658905,,116.90953064,0.984000027,116.085929871,117.695869446,56.770988464,1.069919944,58.866741180,54.750839233,6,1396696,9.181694602,14.497660220,12.101866033,,,,89.969893,85.301136,5.034,4.326,4.646,4.646,8.031,7.801,7.915,8.001,8.115818724,11.249094193,9.836981063,90.818305398,85.502339780,87.898133967,89.375,18.017125469
NOR,NOR,NOR,NOR,2004,2004,2004,2004,,,8.036,10,0.272526550,0.328293266,0.301642403,0.438655749,1.358165919,0.918732839,3.584493856,1.753911903,5.260096137,20.789580105,8.379524776,32.148982494,75.625968518,89.866652208,62.590921369,60.098,67.911,63.939,56.635,52.304,54.424,1.83,160802.040310992,7.277440071,,,,,64.118,60.675,62.361,62.553,76.898,71.154,82.055,66.781,79.516,1171030,47.625109299,2458850,82.3,77.5,0.009136611,10945,6,56.784,92.071,37,125,180,33,0.2,0.2,0.3,0.3,0.3,0.6,,,,,99.517921448,99.141876221,7,432345,,,0.6,2.2,0.5,3.3,38.181818182,,87.912134244,84.598101036,85.364303589,,99.345809937,1.001700044,1.014709949,99.519538879,99.181602478,1.878129959,114.047332764,1.028540015,115.898513794,112.291908264,78.612548828,1.345679998,95.397712708,62.420921326,6,400159,4.794725109,10.249584243,7.642711987,,,,91.038586,85.71892,3.924,4.558,4.256,4.256,11.672,13.797,12.727,12.8,4.356069360,8.891336963,6.723936669,95.205274891,89.750415757,92.357330492,94.375,33.085140822
PAK,PAK,PAK,PAK,2004,2004,2004,2004,3,1,64.181,12,52.720697183,18.280544915,24.161490202,0.084683300,1.044691696,0.880764188,43.069449187,67.317746494,38.076211459,20.312946446,15.024043322,21.402043560,36.617604367,17.658210184,40.521744981,17.719,81.334,50.422,15.996,68.949,43.172,4.685,13155.021987529,1.443379998,,,,,16.093,69.662,43.585,17.777,18.231,81.878,83.834,50.73,51.911,8609603,17.027879385,50561804,64.514,61.875,1.523847846,66,333,179.631,216.639,19020,24106,26791,27275,3.9,20.6,49.6,20.2,64.8,92.2,4,,,0.1,,,5,16207286,432222,45.191818237,4.3,6.3,5.7,8.5,21.345029240,,21.711570874,58.59375,40.555229187,37.110141754,69.646858215,0.732909977,,58.769409180,79.809867859,35.961208344,21.908519745,,,,3.002599955,0.787039995,2.636240005,3.349570036,7,6449481,68.743204040,60.750428885,62.115260390,,,,67.179471,61.446123,0.329,0.665,0.608,7.4,0.6,1.024,0.948,11.69,68.658520740,59.705734790,61.234498192,31.256795960,39.249573514,37.884739610,38.125,8.301937567
PAN,PAN,PAN,PAN,2004,2004,2004,2004,18,13,91.735,11,6.656128002,5.429378082,5.871697746,2.545639713,4.499388423,3.795057880,16.012642083,3.030922733,23.330785574,17.643108118,8.919964089,22.560578445,66.344249798,88.049113177,54.108635981,43.417,77.598,60.444,28.301,56.34,42.576,2.68,38050.186083800,3.578660011,0.5,1.33,0.37,1.06,34.88,63.2,49.298,47.255,50.881,81.652,84.942,64.389,67.98,532218,36.832689602,1444961,78.052,71.772,0.155528044,643,57,85.126,153.678,119,247,344,125,3.3,7.4,16.2,8.7,17.6,34.7,,,,0.3,93.529411316,93.380561829,6,429837,17882,75.589981079,1.9,4,1.9,5.9,16.666666667,,57.873658943,173.763242745,52.617801666,53.101898193,109.761222839,0.968020022,1.005589962,108.097602844,111.359512329,10.373700142,67.40612793,1.072280049,69.838516235,65.066719055,43.14056015,1.398270011,54.100700378,32.554229736,6,253900,30.791851826,39.169430582,36.149295721,,,,85.520214,76.373855,8.123,4.964,6.127,12.44,18.862,10.855,13.636,,28.246212113,34.670042159,32.354237840,69.208148174,60.830569418,63.850704279,70.625,26.382050921
PER,PER,PER,PER,2004,2004,2004,2004,1,2,68.194,12,31.554037453,11.972116379,20.497107628,2.542718801,7.229310327,5.189000400,35.685023737,35.396773727,35.907253738,16.134609420,9.839537852,20.988187060,48.180366843,54.763688421,43.104559202,59.604,77.795,68.671,51.228,63.05,57.187,2.673,18278.024973223,2.957870007,0.09,0.17,0.13,0.56,55.85,68.016,61.982,62.915,65.465,81.273,83.613,72.065,74.546,5950265,43.788908300,13588521,73.674,69.383,0.288810554,346,107,130.877,180.337,1082,2060,2639,1119,5.6,13.5,29.2,16.3,32.8,59.8,,,,0.1,97.498176575,99.721366882,6,4133386,177364,64.035537720,1.8,3.6,1.9,5,18.333333333,,77.411932622,113.325116406,62.091918945,62.576080322,114.127166748,1.001510024,0.996879995,113.287437439,114.946990967,,81.72328949,0.988839984,80.287620544,83.133827209,32.072601318,1.010249972,32.238689423,31.908390045,5,2446041,66.334667044,54.436687748,59.616478888,,,,78.826498,71.989041,5.262,4.28,4.71,4.707,8.275,7.302,7.737,7.67,63.791948243,47.207377422,54.427470764,33.665332956,45.563312252,40.383521112,86.875,21.511535402
POL,POL,POL,POL,2004,2004,2004,2004,34,27,14.575,9,7.313242891,3.772552519,5.363954306,2.537332959,5.448727111,4.140169353,17.599021109,16.565367734,18.442897097,29.042176565,17.671851937,38.324924676,53.358802325,65.762780329,43.232178228,37.994,50.793,44.114,18.087,24.249,21.227,1.23,57005.769499858,5.355579853,0.01,0.03,0.01,0.04,31.239,38.987,35.187,47.387,57.456,61.934,69.575,54.342,63.476,7839297,45.506458288,17226779,79.2,70.7,0.004815079,20768,4,79.424,205.111,478,1438,2259,336,1,2,5.8,2.2,5,16.2,4,,,0.1,,,6,2855692,,,0.9,2.4,0.8,3.4,20.217391304,,76.512093519,111.363876838,52.099189758,52.207458496,100.051498413,0.994509995,1.004570007,99.509872437,100.568962097,1.413249969,98.487983704,1.012859941,99.051101685,97.950439453,61.74369812,1.287500024,72.319610596,51.527458191,6,3480054,21.609013706,30.483576220,26.494807602,,,,87.269382,70.066511,19.821,17.988,18.822,18.822,42.1,37.804,39.674,40.51,19.071664831,25.034862103,22.354638249,78.390986294,69.516423780,73.505192398,66.875,22.479185939
PRY,PRY,PRY,PRY,2004,2004,2004,2004,0,0,74.329,9,9.235055314,10.881545767,10.239991723,2.147300010,5.790376020,4.370950581,32.750060608,24.150824084,38.239221198,16.643921164,11.251496494,20.086073836,50.606018228,64.597679422,41.674704965,52.115,81.267,66.724,37.86,69.801,54.144,3.053,24063.954762037,2.869899988,,,,,46.305,76.064,61.477,56.883,59.319,85.797,87.695,71.373,73.639,970056,39.757191845,2439951,73.454,68.771,0.612188504,163,199,127.299,190.009,209,680,841,196,1.7,5.6,17.2,5.7,17.3,42.8,5,,,0.1,97.944648743,95.221237183,6,930918,33434,72.447212219,1.6,5.6,1.5,8.2,10,,66.299520962,221.523138589,34.811580658,35.129268646,115.15234375,0.976130009,0.994260013,113.950462341,116.300971985,16.440330505,69.149330139,1.027819991,70.152496338,68.186203003,27.23759079,1.258370042,31.359310150,23.256849289,6,526001,56.613828054,55.798743512,56.116319025,,,,78.84925,69.845467,8.382,5.28,6.513,6.513,18.238,8.233,11.927,11.988,54.466528044,50.008367492,51.745324605,43.386171946,44.201256488,43.883680975,91.875,31.495016611
PSE,PSE,PSE,PSE,2004,2004,2004,2004,,,67.843,10,32.271115425,6.339244728,11.201522173,0.655397419,5.034406137,4.213543881,16.357235007,33.910569965,12.306597152,24.415130920,8.328928781,28.127210675,59.227634073,57.761462247,59.566192173,10.951,47.93,29.349,3.993,25.423,14.805,4.971,28196.367423908,,,,,,6.318,39.368,22.993,12.864,13.353,63.833,65.813,38.222,39.564,113844,16.911451223,673177,73.537,68.759,0.282225321,354,55,114.659,186.374,202,418,527,219,0.1,0.9,6,0.6,3.6,23.6,2,,,,94.160186768,94.536819458,4,388948,14049,60.929599762,2.1,5.2,2.1,8.1,,,20.152585653,103.867543686,30.887550354,30.234880447,93.000366211,1.001590014,1.028210044,92.587142944,93.400062561,,87.371429443,1.045029998,88.523887634,86.246330261,35.436359406,1.000570059,35.446479797,35.426441193,8,628495,43.466687168,42.157108421,42.402647947,,,,80.64027,70.9778,14.867,24.914,23.215,23.215,36.793,35.423,35.61,35.949,42.811289749,37.122480524,38.189284247,56.533312832,57.842891579,57.597352053,26.25,
SAS,SAS,SAS,SAS,2004,2004,2004,2004,,,87.19640325,7.5,37.913275446,12.910024968,19.619093830,0.374249322,1.175561473,0.960548537,54.137084847,69.156959909,48.628791208,18.115968439,14.176615846,19.560650526,27.746946903,16.666423544,31.810558266,29.729490013,77.145727768,54.025547268,20.303513034,53.524817755,37.505093714,3.251516866,10368.279680079,2.556040049,,,,,24.763847804,64.586650634,45.383588562,32.064828871,33.63331236,82.542870936,84.873014013,57.929119044,60.028672091,153845094,26.990184810,570003848,65.694202668,63.053217523,1.123107661,89,338,170.757563821,234.466228165,164140,236451,283776,253824,8.9,29.6,56.6,37.2,75,94,2.5,,,,75.200843811,82.637931824,5,171010896,4171743.25,43.305519104,4.8,7.4,7.1,10,9.015942826,,39.213124806,96.767772266,23.523490906,23.309539795,102.031959534,0.942849994,0.897140026,98.080169678,105.67388916,21.570560455,48.585521698,0.831399977,43.540081024,53.283519745,9.683480263,0.657310009,7.627600193,11.6042099,7,106420896,86.733668609,77.411981882,79.913287332,,,,68.472277824,61.215690033,7.283480532,6.538564981,6.739540821,,17.057885919,17.428869056,17.294335838,,86.359421390,76.236419381,78.952739171,13.266329989,22.588018889,20.086712856,46.328125,
SLV,SLV,SLV,SLV,2004,2004,2004,2004,6,9,84.379,9,7.795305482,7.928843651,7.874083364,3.142108782,6.669214674,5.222800773,19.129406157,3.377383401,30.078993418,23.690350619,21.663854047,25.099014217,57.180243224,74.958762552,44.821992365,42.796,71.69,56.146,29.422,54.007,41.335,2.516,21622.061175773,,0.32,0.7,0.31,0.87,32.05,62.65,46.878,44.499,47.482,78.574,81.73,60.242,63.407,928528,39.739409777,2336542,73.881,64.603,0.091727288,1090,35,128.971,306.745,276,819,1273,210,5.1,10.3,23.5,11.5,24.1,51.8,,,,0.1,,,6,1045485,22649,74.087158203,1.9,6.7,1.4,11.6,10.714285714,,56.633237458,59.423021166,56.125671387,57.314430237,117.097488403,0.967329979,0.970359981,115.228866577,118.894020081,,67.673927307,0.992020011,67.148536682,68.205116272,21.515329361,1.096930027,22.567829132,20.380369186,6,520332,48.538464209,36.464865521,41.415912379,,,,79.406025,60.389644,3.827,8.761,6.8,6.8,8.198,13.796,11.824,,45.396355427,29.795728689,36.193111606,51.461535791,63.535134479,58.584041700,78.125,29.569327731
SSF,SSF,SSF,SSF,2004,2004,2004,2004,1.920274240,1.898090396,124.327562189,8.5,33.802873506,17.766082149,25.266469384,3.275058628,7.663765589,5.611173703,59.339940758,60.885527685,57.981862420,10.640710608,7.866274707,13.078444148,30.019348634,31.248199074,28.939693447,63.115039000,75.187605262,69.013591640,49.059628642,54.537555933,51.803202953,5.586551244,9088.883444959,3.077780008,6.966259685,2.928540392,5.684548586,3.681553791,54.624833108,60.468354866,57.55149335,67.450336967,68.82676938,79.702630003,80.30233273,73.436530573,74.463699817,145706490,46.972093421,310197996,54.589114068,52.097878562,3.372125379,30,666,354.504101362,395.838831526,166263,226253,273518,362849,21.2,38.9,60.5,50.4,74.9,91.3,3,,,3.970835040,52.635570526,63.831760406,6,110750152,2598374,44.625389099,8.8,13.7,16.4,19.5,14.735467015,,85.899593341,109.253255058,19.188100815,19.019119263,89.707107544,0.873070002,0.850679994,83.527603149,95.80229187,9.689370155,30.493770599,0.781009972,26.718589783,34.235149384,5.734069824,0.693939984,4.697679996,6.769569874,6,31617882,86.176172622,74.656614127,80.044305097,,,,47.922339409,42.918880013,6.427212912,5.664580608,6.022865216,,12.612709859,11.308172219,11.793078274,,82.901111794,66.992846605,74.433132766,13.823825178,25.343386502,19.955694560,55.130208333,59.240955712
SVK,SVK,SVK,SVK,2004,2004,2004,2004,33,28,20.773,10,0.236423527,0.064659859,0.141697939,1.647506212,3.991978525,2.941079487,5.067693511,2.807248414,6.904079298,39.078679452,26.111517524,49.613202896,55.853581239,71.081234061,43.482717806,42.385,56.437,49.135,24.584,27.918,26.287,1.25,53779.560305865,4.101570129,0.01,0.01,0.01,0.01,35.775,42.543,39.233,52.466,62.977,68.299,76.43,60.072,69.672,1210701,45.384092602,2667677,77.8,70.3,0.007634828,13098,7,78.956,197.437,73,179,281,58,0,0.2,2.1,0.1,1,8.3,3,,,0.1,102.868186951,103.693641663,4,254906,14420,91.685157776,1,2.1,1,3.1,16.666666667,,76.818108611,90.988422829,94.350112915,93.010498047,104.143577576,0.988929987,1.006019950,103.514213562,104.743026733,4.461639881,93.795181274,1.012670040,94.413650513,93.202651978,36.6599617,1.187139988,40.537128448,32.950870514,9,673712,7.091684104,16.934657851,12.522635490,,,,87.064099,69.930376,19.215,17.367,18.206,18.206,31.28,34.378,32.996,32.883,5.444177892,12.942679325,9.581601800,92.908213725,83.065259146,87.477364510,76.25,17.180616740
SVN,SVN,SVN,SVN,2004,2004,2004,2004,14,25,5.637,9,6.733660006,4.017691656,5.263091176,1.941839276,5.313935203,3.767681143,9.694283934,9.685928404,9.701341117,36.383275409,25.383288064,45.698828230,53.922546296,64.930783532,44.599830653,49.452,62.002,55.539,29.095,38.26,33.793,1.25,72247.233913858,5.64425993,,,,,35.376,43.109,39.34,52.836,65.791,65.733,74.417,59.091,70.175,464586,46.047305468,1008932,81.1,73.5,0.006287609,15904,6,70.931,152.943,15,61,104,12,0,0.1,0.2,0,0.2,0.5,5,,,0.1,,,5,93371,6185,97.283752441,0.7,2.4,0.6,3.6,12.222222222,,80.37971795,157.859174964,77.214767456,75.335456848,96.684371948,0.996550024,0.996640027,96.401702881,96.952926636,0.112450004,98.896858215,0.996730030,98.983978271,98.814102173,73.348876953,1.278609991,85.567886353,61.727531433,8,187817,14.528201478,20.261511868,17.632549148,,,,89.488031,77.018112,6.405,5.677,6.012,6.012,17.756,11.248,14.1,14.045,12.586362202,14.947576664,13.864868005,85.471568146,79.738488132,82.367450852,88.125,14.164305949
SWE,SWE,SWE,SWE,2004,2004,2004,2004,,,5.726,9,0.397222495,0.485285891,0.443129064,1.360064238,4.946222491,3.229492696,2.485137012,1.051280324,3.801873413,22.365305189,9.664228992,34.028932028,75.149557799,89.284490683,62.169194559,54.852,61.728,58.233,39.92,39.21,39.557,1.75,108424.641853024,6.663109779,,,,,48.198,48.883,48.549,58.466,75.527,66.486,79.775,62.41,77.685,2199485,47.610363393,4619761,82.7,78.4,0.008002926,12495,5,50.547,81.84,72,184,269,47,0.3,0.4,0.6,0.4,0.6,1,6,,,,99.050613403,100.183563232,6,690758,68325,80.784492493,0.6,1.6,0.5,2.6,45.272206304,,87.93731011,86.789973721,90.831809998,90.218856812,100.143241882,0.995260000,1.013599992,99.857002258,100.415672302,6.118209839,101.425491333,1.031790018,103.179138184,99.765930176,83.034980774,1.350379944,101.149261475,65.708969116,6,711798,5.748362432,14.880587630,10.508900162,,,,91.526916,87.01439,6.182,7.158,6.693,6.693,17.174,19.788,18.522,18.538,4.388298195,9.934365139,7.279407466,94.251686027,85.119412370,89.491099838,90.625,30.046948357
